seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr3	62304626	62304636	11	*	X03255	100506994	62247494	62304622	57129	-	3	upstream	3	PTPRG-AS1
chr3	62304626	62304636	11	*	X03255	57415	62304711	62319320	14610	+	74	upstream	74	C3orf14
chr3	63848654	63848663	10	*	X03262	6314	63850233	63989136	138904	+	1569	upstream	1569	ATXN7
chr3	64670413	64670422	10	*	X03266	100507098	64670546	64997143	326598	+	123	upstream	123	ADAMTS9-AS2
chr3	64674028	64674037	10	*	X03270	56999	64501331	64673365	172035	-	662	upstream	662	ADAMTS9
chr3	64674784	64674822	39	*	X03271	56999	64501331	64673365	172035	-	1418	upstream	1418	ADAMTS9
chr3	66024583	66024592	10	*	X03274	9223	65339906	66024509	684604	-	73	upstream	73	MAGI1
chr3	66024792	66024801	10	*	X03275	9223	65339906	66024509	684604	-	282	upstream	282	MAGI1
chr3	66024919	66024936	18	*	X03276	9223	65339906	66024509	684604	-	409	upstream	409	MAGI1
chr3	66551356	66551371	16	*	X03279	26018	66429221	66550845	121625	-	510	upstream	510	LRIG1
chr3	68981649	68981657	9	*	X03281	151647	68780915	68981761	200847	-	0	inside	103	TAFA4
chr3	69062593	69062601	9	*	X03282	285203	69024368	69062774	38407	-	0	inside	172	EOGT
chr3	69101685	69101694	10	*	X03283	7110	69068978	69101484	32507	-	200	upstream	200	TMF1
chr3	71632823	71632848	26	*	X03297	27086	71003865	71633140	629276	-	0	inside	291	FOXP1
chr3	71834412	71834427	16	*	X03298	60675	71820806	71834357	13552	-	54	upstream	54	PROK2
chr3	72496445	72496455	11	*	X03300	23429	72423744	72495774	72031	-	670	upstream	670	RYBP
chr3	72496462	72496470	9	*	X03301	23429	72423744	72495774	72031	-	687	upstream	687	RYBP
chr3	73045880	73045889	10	*	X03303	151987	73046119	73115011	68893	+	229	upstream	229	PPP4R2
chr3	73045942	73045951	10	*	X03304	151987	73046119	73115011	68893	+	167	upstream	167	PPP4R2
chr3	75484187	75484195	9	*	X03306	692099	75470703	75484266	13564	-	0	inside	70	FAM86DP
chr3	87275741	87275776	36	*	X03330	100616161	87275339	87275427	89	-	313	upstream	313	MIR4795
chr3	87275741	87275776	36	*	X03330	25978	87276413	87304698	28286	+	636	upstream	636	CHMP2B
chr3	96533406	96533417	12	*	X03334	285220	96533425	97467786	934362	+	7	upstream	7	EPHA6
chr3	97483434	97483442	9	*	X03335	84100	97483595	97519953	36359	+	152	upstream	152	ARL6
chr3	99536375	99536384	10	*	X03340	84319	99536678	99897476	360799	+	293	upstream	293	CMSS1
chr3	101291958	101291983	26	*	X03343	57092	101293042	101313281	20240	+	1058	upstream	1058	PCNP
chr3	101397026	101397042	17	*	X03345	27107	101368283	101395988	27706	-	1037	upstream	1037	ZBTB11
chr3	105083699	105083708	10	*	X03347	214	105085557	105295757	210201	+	1848	upstream	1848	ALCAM
chr3	105084351	105084371	21	*	X03348	214	105085557	105295757	210201	+	1185	upstream	1185	ALCAM
chr3	106959514	106959523	10	*	X03353	100302640	106555658	106959485	403828	-	28	upstream	28	LINC00882
chr3	106959514	106959523	10	*	X03353	344595	106959539	107045811	86273	+	15	upstream	15	DUBR
chr3	107241695	107241706	12	*	X03358	56987	107241783	107530176	288394	+	76	upstream	76	BBX
chr3	107241922	107241930	9	*	X03359	56987	107241783	107530176	288394	+	0	inside	138	BBX
chr3	107809885	107809898	14	*	X03362	961	107761941	107809935	47995	-	0	inside	36	CD47
chr3	107809949	107809960	12	*	X03363	961	107761941	107809935	47995	-	13	upstream	13	CD47
chr3	107810360	107810368	9	*	X03364	961	107761941	107809935	47995	-	424	upstream	424	CD47
chr3	110790763	110790771	9	*	X03368	100506555	110764163	110788806	24644	-	1956	upstream	1956	NECTIN3-AS1
chr3	110790763	110790771	9	*	X03368	25945	110790606	110913016	122411	+	0	inside	156	NECTIN3
chr3	111393183	111393199	17	*	X03371	257068	111393523	111565294	171772	+	323	upstream	323	PLCXD2
chr3	111393349	111393357	9	*	X03372	257068	111393523	111565294	171772	+	165	upstream	165	PLCXD2
chr3	111804381	111804395	15	*	X03373	79669	111805182	111849851	44670	+	786	upstream	786	C3orf52
chr3	111804398	111804425	28	*	X03374	79669	111805182	111849851	44670	+	756	upstream	756	C3orf52
chr3	112280682	112280692	11	*	X03377	55032	112280857	112303284	22428	+	164	upstream	164	SLC35A5
chr3	112280682	112280692	11	*	X03377	64422	112251357	112280485	29129	-	196	upstream	196	ATG3
chr3	112709786	112709796	11	*	X03379	29083	112709800	112720221	10422	+	3	upstream	3	GTPBP8
chr3	112929119	112929126	8	*	X03380	91653	112930412	113006305	75894	+	1285	upstream	1285	BOC
chr3	112929662	112929682	21	*	X03381	91653	112930412	113006305	75894	+	729	upstream	729	BOC
chr3	112930547	112930559	13	*	X03382	91653	112930412	113006305	75894	+	0	inside	134	BOC
chr3	112930562	112930571	10	*	X03383	91653	112930412	113006305	75894	+	0	inside	149	BOC
chr3	112930599	112930616	18	*	X03384	91653	112930412	113006305	75894	+	0	inside	186	BOC
chr3	112930618	112930626	9	*	X03385	91653	112930412	113006305	75894	+	0	inside	205	BOC
chr3	113160109	113160117	9	*	X03389	55779	113005777	113160361	154585	-	0	inside	243	CFAP44
chr3	113251395	113251403	9	*	X03391	54847	113251218	113348422	97205	+	0	inside	176	SIDT1
chr3	113465022	113465031	10	*	X03392	523	113465866	113530905	65040	+	834	upstream	834	ATP6V1A
chr3	113465022	113465031	10	*	X03392	80218	113435307	113465120	29814	-	0	inside	88	NAA50
chr3	113666709	113666718	10	*	X03393	254887	113666748	113682211	15464	+	29	upstream	29	ZDHHC23
chr3	114865868	114865876	9	*	X03396	26137	114056947	114866127	809181	-	0	inside	250	ZBTB20
chr3	114866004	114866014	11	*	X03397	26137	114056947	114866127	809181	-	0	inside	112	ZBTB20
chr3	118892462	118892470	9	*	X03417	7348	118892425	118924000	31576	+	0	inside	36	UPK1B
chr3	119012552	119012564	13	*	X03419	57514	119013220	119138323	125104	+	655	upstream	655	ARHGAP31
chr3	119187435	119187470	36	*	X03420	56983	119187785	119213554	25770	+	314	upstream	314	POGLUT1
chr3	119396307	119396316	10	*	X03424	10063	119388372	119396243	7872	-	63	upstream	63	COX17
chr3	119396307	119396316	10	*	X03424	64091	119360908	119396243	35336	-	63	upstream	63	POPDC2
chr3	119421882	119421891	10	*	X03425	89876	119421869	119485949	64081	+	0	inside	12	CFAP91
chr3	120068262	120068270	9	*	X03429	116064	120043576	120068186	24611	-	75	upstream	75	LRRC58
chr3	120461979	120461987	9	*	X03431	285282	120405528	120461384	55857	-	594	upstream	594	RABL3
chr3	120627281	120627293	13	*	X03432	9515	120627050	121143608	516559	+	0	inside	230	STXBP5L
chr3	121552482	121552491	10	*	X03434	55840	121554034	121605373	51340	+	1542	upstream	1542	EAF2
chr3	122786089	122786097	9	*	X03441	10954	122785856	122880953	95098	+	0	inside	232	PDIA5
chr3	123752755	123752764	10	*	X03443	8997	123752542	124440036	687495	+	0	inside	212	KALRN
chr3	125635534	125635542	9	*	X03450	100125556	125635444	125648867	13424	+	0	inside	89	FAM86JP
chr3	125898734	125898742	9	*	X03452	100862662	125898908	125929011	30104	+	165	upstream	165	ALDH1L1-AS2
chr3	126076475	126076483	9	*	X03459	28999	126061478	126076236	14759	-	238	upstream	238	KLF15
chr3	126194771	126194781	11	*	X03462	79364	126156444	126194762	38319	-	8	upstream	8	ZXDC
chr3	126194835	126194845	11	*	X03463	79364	126156444	126194762	38319	-	72	upstream	72	ZXDC
chr3	126242430	126242435	6	*	X03464	166012	126243131	126262134	19004	+	695	upstream	695	CHST13
chr3	126373744	126373752	9	*	X03466	114112	126325895	126373967	48073	-	0	inside	214	TXNRD3
chr3	126422574	126422583	10	*	X03467	84303	126423063	126679263	256201	+	479	upstream	479	CHCHD6
chr3	127317072	127317083	12	*	X03473	4171	127317200	127341278	24079	+	116	upstream	116	MCM2
chr3	127348243	127348251	9	*	X03474	50512	127348002	127391653	43652	+	0	inside	240	PODXL2
chr3	127348279	127348290	12	*	X03475	50512	127348002	127391653	43652	+	0	inside	276	PODXL2
chr3	127541783	127541799	17	*	X03480	11343	127407905	127542093	134189	-	0	inside	293	MGLL
chr3	127541801	127541823	23	*	X03481	11343	127407905	127542093	134189	-	0	inside	269	MGLL
chr3	127542338	127542353	16	*	X03482	11343	127407905	127542093	134189	-	244	upstream	244	MGLL
chr3	127542519	127542529	11	*	X03483	11343	127407905	127542093	134189	-	425	upstream	425	MGLL
chr3	127770943	127770952	10	*	X03485	29927	127771212	127790526	19315	+	259	upstream	259	SEC61A1
chr3	128212212	128212220	9	*	X03491	2624	128198265	128212030	13766	-	181	upstream	181	GATA2
chr3	128212263	128212275	13	*	X03492	2624	128198265	128212030	13766	-	232	upstream	232	GATA2
chr3	128212359	128212367	9	*	X03493	2624	128198265	128212030	13766	-	328	upstream	328	GATA2
chr3	128598469	128598479	11	*	X03496	28976	128598333	128631957	33625	+	0	inside	135	ACAD9
chr3	129035113	129035121	9	*	X03498	339942	129035114	129043412	8299	+	0	overlapStart	0	H1-10-AS1
chr3	129035113	129035121	9	*	X03498	8971	129033614	129035120	1507	-	0	overlapStart	0	H1-10
chr3	129326005	129326013	9	*	X03500	23129	129274056	129325582	51527	-	422	upstream	422	PLXND1
chr3	129612561	129612571	11	*	X03502	100507032	129612714	129627755	15042	+	142	upstream	142	TMCC1-AS1
chr3	129612561	129612571	11	*	X03502	23023	129366635	129612419	245785	-	141	upstream	141	TMCC1
chr3	129612619	129612628	10	*	X03503	100507032	129612714	129627755	15042	+	85	upstream	85	TMCC1-AS1
chr3	129612619	129612628	10	*	X03503	23023	129366635	129612419	245785	-	199	upstream	199	TMCC1
chr3	129612647	129612657	11	*	X03504	100507032	129612714	129627755	15042	+	56	upstream	56	TMCC1-AS1
chr3	129612647	129612657	11	*	X03504	23023	129366635	129612419	245785	-	227	upstream	227	TMCC1
chr3	129693301	129693309	9	*	X03507	7200	129693236	129696781	3546	+	0	inside	64	TRH
chr3	129830241	129830249	9	*	X03508	729375	129816625	129830276	13652	-	0	inside	26	FAM86HP
chr3	132756457	132756465	9	*	X03514	66000	132757171	133116619	359449	+	705	upstream	705	TMEM108
chr3	132757216	132757225	10	*	X03515	66000	132757171	133116619	359449	+	0	inside	44	TMEM108
chr3	133292091	133292100	10	*	X03516	55573	133292434	133309118	16685	+	333	upstream	333	CDV3
chr3	133292514	133292523	10	*	X03517	55573	133292434	133309118	16685	+	0	inside	79	CDV3
chr3	133969744	133969754	11	*	X03525	6259	133875978	133969586	93609	-	157	upstream	157	RYK
chr3	134094784	134094810	27	*	X03529	51421	134074190	134094259	20070	-	524	upstream	524	AMOTL2
chr3	134205020	134205031	12	*	X03530	25847	134196546	134204865	8320	-	154	upstream	154	ANAPC13
chr3	134514216	134514233	18	*	X03532	2047	134514099	134979307	465209	+	0	inside	116	EPHB1
chr3	134514250	134514263	14	*	X03533	2047	134514099	134979307	465209	+	0	inside	150	EPHB1
chr3	134514299	134514310	12	*	X03534	2047	134514099	134979307	465209	+	0	inside	199	EPHB1
chr3	135683429	135683442	14	*	X03538	5523	135684515	135866752	182238	+	1072	upstream	1072	PPP2R3A
chr3	135683476	135683485	10	*	X03539	5523	135684515	135866752	182238	+	1029	upstream	1029	PPP2R3A
chr3	135914831	135914839	9	*	X03542	55167	135867760	135914688	46929	-	142	upstream	142	MSL2
chr3	136471375	136471388	14	*	X03544	10274	136055999	136471245	415247	-	129	upstream	129	STAG1
chr3	136581222	136581232	11	*	X03545	4690	136581050	136667968	86919	+	0	inside	171	NCK1
chr3	137905413	137905437	25	*	X03548	25852	137906115	138017228	111114	+	677	upstream	677	ARMC8
chr3	138664681	138664684	4	*	X03556	401089	138666076	138672830	6755	+	1391	upstream	1391	FOXL2NB
chr3	138664781	138664792	12	*	X03557	401089	138666076	138672830	6755	+	1283	upstream	1283	FOXL2NB
chr3	138666755	138666765	11	*	X03558	668	138663066	138665982	2917	-	772	upstream	772	FOXL2
chr3	139396962	139396971	10	*	X03560	349565	139279023	139396885	117863	-	76	upstream	76	NMNAT3
chr3	140660955	140660963	9	*	X03561	55186	140660662	140698785	38124	+	0	inside	292	SLC25A36
chr3	140769751	140769759	9	*	X03563	92369	140770743	140867453	96711	+	983	upstream	983	SPSB4
chr3	140950205	140950213	9	*	X03564	92370	140950682	141013486	62805	+	468	upstream	468	PXYLP1
chr3	141595236	141595245	10	*	X03570	483	141595470	141645382	49913	+	224	upstream	224	ATP1B3
chr3	141595633	141595642	10	*	X03571	483	141595470	141645382	49913	+	0	inside	162	ATP1B3
chr3	141868213	141868222	10	*	X03573	7029	141663270	141868386	205117	-	0	inside	163	TFDP2
chr3	141868451	141868460	10	*	X03574	7029	141663270	141868386	205117	-	64	upstream	64	TFDP2
chr3	142607773	142607781	9	*	X03576	26577	142536702	142608045	71344	-	0	inside	263	PCOLCE2
chr3	142607785	142607793	9	*	X03577	26577	142536702	142608045	71344	-	0	inside	251	PCOLCE2
chr3	142607883	142607892	10	*	X03578	26577	142536702	142608045	71344	-	0	inside	152	PCOLCE2
chr3	142682778	142682786	9	*	X03581	344838	142680074	142682178	2105	-	599	upstream	599	PAQR9
chr3	142683068	142683077	10	*	X03582	344838	142680074	142682178	2105	-	889	upstream	889	PAQR9
chr3	142683081	142683109	29	*	X03583	344838	142680074	142682178	2105	-	902	upstream	902	PAQR9
chr3	142837565	142837574	10	*	X03584	9435	142838618	142842856	4239	+	1043	upstream	1043	CHST2
chr3	143690817	143690830	14	*	X03587	205428	143690640	143711210	20571	+	0	inside	176	DIPK2A
chr3	147124644	147124661	18	*	X03601	84107	147103835	147124596	20762	-	47	upstream	47	ZIC4
chr3	147126349	147126357	9	*	X03602	7545	147127181	147134506	7326	+	823	upstream	823	ZIC1
chr3	147126349	147126357	9	*	X03602	84107	147103835	147124596	20762	-	1752	upstream	1752	ZIC4
chr3	147126360	147126376	17	*	X03603	7545	147127181	147134506	7326	+	804	upstream	804	ZIC1
chr3	147126360	147126376	17	*	X03603	84107	147103835	147124596	20762	-	1763	upstream	1763	ZIC4
chr3	149051723	149051732	10	*	X03610	116441	149036285	149051548	15264	-	174	upstream	174	TM4SF18
chr3	149374580	149374602	23	*	X03611	100128025	149375997	149379149	3153	+	1394	upstream	1394	WWTR1-AS1
chr3	149374605	149374617	13	*	X03612	100128025	149375997	149379149	3153	+	1379	upstream	1379	WWTR1-AS1
chr3	149374759	149374767	9	*	X03613	100128025	149375997	149379149	3153	+	1229	upstream	1229	WWTR1-AS1
chr3	149688975	149688996	22	*	X03615	5217	149682691	149688741	6051	-	233	upstream	233	PFN2
chr3	149688975	149688996	22	*	X03615	646903	149689066	149691029	1964	+	69	upstream	69	LOC646903
chr3	150264415	150264426	12	*	X03621	83939	150264574	150303803	39230	+	147	upstream	147	EIF2A
chr3	150480988	150480997	10	*	X03622	6478	150458910	150481263	22354	-	0	inside	265	SIAH2
chr3	151987347	151987355	9	*	X03623	401093	151980405	151987415	7011	-	0	inside	59	MBNL1-AS1
chr3	152879803	152879813	11	*	X03625	5912	152880029	152886263	6235	+	215	upstream	215	RAP2B
chr3	155523764	155523772	9	*	X03635	285315	155480401	155524055	43655	-	0	inside	282	C3orf33
chr3	155588441	155588449	9	*	X03636	8833	155588325	155655520	67196	+	0	inside	115	GMPS
chr3	156392233	156392248	16	*	X03640	25976	156392205	156424557	32353	+	0	inside	27	TIPARP
chr3	156393765	156393776	12	*	X03641	100287227	156390960	156393502	2543	-	262	upstream	262	TIPARP-AS1
chr3	156393866	156393875	10	*	X03642	100287227	156390960	156393502	2543	-	363	upstream	363	TIPARP-AS1
chr3	156806397	156806406	10	*	X03643	100498859	156807670	156818924	11255	+	1263	upstream	1263	LINC00881
chr3	156806969	156806979	11	*	X03644	100498859	156807670	156818924	11255	+	690	upstream	690	LINC00881
chr3	157260366	157260406	41	*	X03649	152078	157261133	157319021	57889	+	726	upstream	726	SLC66A1L
chr3	157260487	157260495	9	*	X03650	152078	157261133	157319021	57889	+	637	upstream	637	SLC66A1L
chr3	157261218	157261227	10	*	X03651	152078	157261133	157319021	57889	+	0	inside	84	SLC66A1L
chr3	160823082	160823094	13	*	X03666	8706	160801671	160823160	21490	-	0	inside	65	B3GALNT1
chr3	160823109	160823117	9	*	X03667	8706	160801671	160823160	21490	-	0	inside	42	B3GALNT1
chr3	160823169	160823177	9	*	X03668	8706	160801671	160823160	21490	-	8	upstream	8	B3GALNT1
chr3	167814035	167814069	35	*	X03672	27333	167727654	167813417	85764	-	617	upstream	617	GOLIM4
chr3	167814292	167814301	10	*	X03673	27333	167727654	167813417	85764	-	874	upstream	874	GOLIM4
chr3	169530344	169530353	10	*	X03686	151827	169511216	169530574	19359	-	0	inside	220	LRRC34
chr3	169755748	169755756	9	*	X03687	26996	169755735	169803183	47449	+	0	inside	12	GPR160
chr3	170074374	170074383	10	*	X03690	6498	170075473	170114637	39165	+	1089	upstream	1089	SKIL
chr3	170075179	170075188	10	*	X03691	6498	170075473	170114637	39165	+	284	upstream	284	SKIL
chr3	170075239	170075247	9	*	X03692	6498	170075473	170114637	39165	+	225	upstream	225	SKIL
chr3	170075305	170075313	9	*	X03693	6498	170075473	170114637	39165	+	159	upstream	159	SKIL
chr3	171178724	171178735	12	*	X03696	23043	170780292	171178197	397906	-	526	upstream	526	TNIK
chr3	172167993	172168001	9	*	X03698	2693	172161081	172166246	5166	-	1746	upstream	1746	GHSR
chr3	172468408	172468417	10	*	X03700	1894	172468475	172539264	70790	+	57	upstream	57	ECT2
chr3	176915819	176915828	10	*	X03709	79718	176738542	176915048	176507	-	770	upstream	770	TBL1XR1
chr3	176916006	176916015	10	*	X03710	79718	176738542	176915048	176507	-	957	upstream	957	TBL1XR1
chr3	176916655	176916695	41	*	X03711	79718	176738542	176915048	176507	-	1606	upstream	1606	TBL1XR1
chr3	178790131	178790140	10	*	X03716	64393	178735011	178789656	54646	-	474	upstream	474	ZMAT3
chr3	179040740	179040748	9	*	X03718	51193	179040819	179053320	12502	+	70	upstream	70	ZNF639
chr3	179370254	179370262	9	*	X03720	8975	179370933	179507189	136257	+	670	upstream	670	USP13
chr3	179370288	179370297	10	*	X03721	8975	179370933	179507189	136257	+	635	upstream	635	USP13
chr3	179754878	179754890	13	*	X03722	51555	179512747	179754841	242095	-	36	upstream	36	PEX5L
chr3	179754962	179754972	11	*	X03723	51555	179512747	179754841	242095	-	120	upstream	120	PEX5L
chr3	179755490	179755504	15	*	X03724	51555	179512747	179754841	242095	-	648	upstream	648	PEX5L
chr3	179755685	179755693	9	*	X03725	51555	179512747	179754841	242095	-	843	upstream	843	PEX5L
chr3	180319383	180319391	9	*	X03726	151613	180319918	180335616	15699	+	526	upstream	526	TTC14
chr3	182880687	182880697	11	*	X03740	27074	182840003	182880667	40665	-	19	upstream	19	LAMP3
chr3	183146274	183146282	9	*	X03741	23101	182895831	183145855	250025	-	418	upstream	418	MCF2L2
chr3	183415865	183415875	11	*	X03744	55689	183415606	183530413	114808	+	0	inside	258	YEATS2
chr3	183851243	183851257	15	*	X03745	8893	183852810	183863099	10290	+	1552	upstream	1552	EIF2B5
chr3	183851687	183851703	17	*	X03746	8893	183852810	183863099	10290	+	1106	upstream	1106	EIF2B5
chr3	183851706	183851723	18	*	X03747	8893	183852810	183863099	10290	+	1086	upstream	1086	EIF2B5
chr3	183892606	183892617	12	*	X03749	1173	183892634	183901879	9246	+	16	upstream	16	AP2M1
chr3	183903781	183903791	11	*	X03750	55324	183903863	183911795	7933	+	71	upstream	71	ABCF3
chr3	183980155	183980165	11	*	X03751	94032	183977003	183979251	2249	-	903	upstream	903	CAMK2N2
chr3	184017022	184017031	10	*	X03756	5708	184017022	184026840	9819	+	0	inside	0	PSMD2
chr3	184529937	184529948	12	*	X03763	23355	184529931	184770402	240472	+	0	inside	5	VPS8
chr3	184870849	184870869	21	*	X03764	285382	184795838	184870802	74965	-	46	upstream	46	C3orf70
chr3	184870922	184870931	10	*	X03765	285382	184795838	184870802	74965	-	119	upstream	119	C3orf70
chr3	184871123	184871131	9	*	X03766	285382	184795838	184870802	74965	-	320	upstream	320	C3orf70
chr3	184871225	184871233	9	*	X03767	285382	184795838	184870802	74965	-	422	upstream	422	C3orf70
chr3	184871307	184871317	11	*	X03768	285382	184795838	184870802	74965	-	504	upstream	504	C3orf70
chr3	184871320	184871335	16	*	X03769	285382	184795838	184870802	74965	-	517	upstream	517	C3orf70
chr3	184871554	184871565	12	*	X03770	285382	184795838	184870802	74965	-	751	upstream	751	C3orf70
chr3	184871606	184871617	12	*	X03771	285382	184795838	184870802	74965	-	803	upstream	803	C3orf70
chr3	184871648	184871656	9	*	X03772	285382	184795838	184870802	74965	-	845	upstream	845	C3orf70
chr3	184871782	184871791	10	*	X03773	285382	184795838	184870802	74965	-	979	upstream	979	C3orf70
chr3	185543115	185543124	10	*	X03781	10644	185361527	185542827	181301	-	287	upstream	287	IGF2BP2
chr3	185826783	185826795	13	*	X03783	2119	185764106	185826901	62796	-	0	inside	105	ETV5
chr3	186080125	186080135	11	*	X03786	1608	185864990	186080023	215034	-	101	upstream	101	DGKG
chr3	186080173	186080193	21	*	X03787	1608	185864990	186080023	215034	-	149	upstream	149	DGKG
chr3	186524691	186524699	9	*	X03789	5984	186507682	186524484	16803	-	206	upstream	206	RFC4
chr3	187009805	187009836	32	*	X03793	5648	186933873	187009810	75938	-	0	overlapStart	0	MASP1
chr3	187388353	187388363	11	*	X03795	6750	187386694	187388201	1508	-	151	upstream	151	SST
chr3	190040794	190040817	24	*	X03803	9076	190023490	190040235	16746	-	558	upstream	558	CLDN1
chr3	191048087	191048118	32	*	X03804	257313	190984944	191048325	63382	-	0	inside	206	UTS2B
chr3	192635837	192635846	10	*	X03811	151963	192514605	192635950	121346	-	0	inside	103	MB21D2
chr3	192958443	192958474	32	*	X03812	57110	192958917	192988644	29728	+	442	upstream	442	PLAAT1
chr3	192958443	192958474	32	*	X03812	84789	192959568	192961761	2194	+	1093	upstream	1093	MGC2889
chr3	192958501	192958516	16	*	X03813	57110	192958917	192988644	29728	+	400	upstream	400	PLAAT1
chr3	192958501	192958516	16	*	X03813	84789	192959568	192961761	2194	+	1051	upstream	1051	MGC2889
chr3	192958846	192958854	9	*	X03814	57110	192958917	192988644	29728	+	62	upstream	62	PLAAT1
chr3	192958846	192958854	9	*	X03814	84789	192959568	192961761	2194	+	713	upstream	713	MGC2889
chr3	192958856	192958868	13	*	X03815	57110	192958917	192988644	29728	+	48	upstream	48	PLAAT1
chr3	192958856	192958868	13	*	X03815	84789	192959568	192961761	2194	+	699	upstream	699	MGC2889
chr3	193852635	193852651	17	*	X03820	3280	193853931	193856401	2471	+	1279	upstream	1279	HES1
chr3	193852821	193852835	15	*	X03821	3280	193853931	193856401	2471	+	1095	upstream	1095	HES1
chr3	193852842	193852862	21	*	X03822	3280	193853931	193856401	2471	+	1068	upstream	1068	HES1
chr3	194304695	194304706	12	*	X03830	100507297	194304997	194311561	6565	+	290	upstream	290	TMEM44-AS1
chr3	194354235	194354245	11	*	X03831	93109	194308402	194354418	46017	-	0	inside	172	TMEM44
chr3	195809093	195809101	9	*	X03845	7037	195776155	195809032	32878	-	60	upstream	60	TFRC
chr3	196294624	196294658	35	*	X03850	200933	196295725	196315930	20206	+	1066	upstream	1066	FBXO45
chr3	196439139	196439149	11	*	X03851	54965	196439245	196462876	23632	+	95	upstream	95	PIGX
chr3	196439139	196439149	11	*	X03851	84984	196433148	196439123	5976	-	15	upstream	15	CEP19
chr3	196439271	196439279	9	*	X03852	54965	196439245	196462876	23632	+	0	inside	25	PIGX
chr3	196439271	196439279	9	*	X03852	84984	196433148	196439123	5976	-	147	upstream	147	CEP19
chr3	197476737	197476747	11	*	X03857	9711	197398259	197476568	78310	-	168	upstream	168	RUBCN
chr3	197476767	197476775	9	*	X03858	9711	197398259	197476568	78310	-	198	upstream	198	RUBCN
chr3	197808672	197808682	11	*	X03862	348840	197784404	197807542	23139	-	1129	upstream	1129	ANKRD18DP
chr4	206105	206129	25	*	X03867	642280	206389	249773	43385	+	259	upstream	259	ZNF876P
chr4	299551	299568	18	*	X03872	654254	264464	299099	34636	-	451	upstream	451	ZNF732
chr4	331193	331203	11	*	X03873	7700	331596	377760	46165	+	392	upstream	392	ZNF141
chr4	331206	331230	25	*	X03874	7700	331596	377760	46165	+	365	upstream	365	ZNF141
chr4	331265	331275	11	*	X03875	7700	331596	377760	46165	+	320	upstream	320	ZNF141
chr4	331278	331295	18	*	X03876	7700	331596	377760	46165	+	300	upstream	300	ZNF141
chr4	331304	331321	18	*	X03877	7700	331596	377760	46165	+	274	upstream	274	ZNF141
chr4	468217	468241	25	*	X03882	79963	419224	467998	48775	-	218	upstream	218	ABCA11P
chr4	668231	668242	12	*	X03887	521	666225	668127	1903	-	103	upstream	103	ATP5ME
chr4	682859	682867	9	*	X03889	84179	675618	682973	7356	-	0	inside	105	SLC49A3
chr4	683517	683526	10	*	X03890	84179	675618	682973	7356	-	543	upstream	543	SLC49A3
chr4	683969	683978	10	*	X03891	84179	675618	682973	7356	-	995	upstream	995	SLC49A3
chr4	925246	925256	11	*	X03895	84286	926262	952443	26182	+	1005	upstream	1005	TMEM175
chr4	926186	926194	9	*	X03896	2580	843065	926174	83110	-	11	upstream	11	GAK
chr4	926186	926194	9	*	X03896	84286	926262	952443	26182	+	67	upstream	67	TMEM175
chr4	926219	926228	10	*	X03897	2580	843065	926174	83110	-	44	upstream	44	GAK
chr4	926219	926228	10	*	X03897	84286	926262	952443	26182	+	33	upstream	33	TMEM175
chr4	967626	967634	9	*	X03900	1609	952672	967348	14677	-	277	upstream	277	DGKQ
chr4	967823	967831	9	*	X03901	1609	952672	967348	14677	-	474	upstream	474	DGKQ
chr4	1242489	1242499	11	*	X03909	92070	1243228	1246795	3568	+	728	upstream	728	CTBP1-DT
chr4	1242568	1242580	13	*	X03910	92070	1243228	1246795	3568	+	647	upstream	647	CTBP1-DT
chr4	1242683	1242696	14	*	X03911	1487	1205228	1242908	37681	-	0	inside	211	CTBP1
chr4	1242683	1242696	14	*	X03911	92070	1243228	1246795	3568	+	531	upstream	531	CTBP1-DT
chr4	1686279	1686292	14	*	X03924	152877	1641608	1685988	44381	-	290	upstream	290	FAM53A
chr4	1858229	1858237	9	*	X03931	3954	1813206	1857974	44769	-	254	upstream	254	LETM1
chr4	2936943	2936951	9	*	X03940	10227	2932288	2936586	4299	-	356	upstream	356	MFSD10
chr4	2965476	2965484	9	*	X03941	2868	2965343	3042474	77132	+	0	inside	132	GRK4
chr4	2965476	2965484	9	*	X03941	8602	2939664	2965118	25455	-	357	upstream	357	NOP14
chr4	3294767	3294775	9	*	X03942	6002	3294755	3441640	146886	+	0	inside	11	RGS12
chr4	3767210	3767220	11	*	X03946	152	3768296	3770253	1958	+	1075	upstream	1075	ADRA2C
chr4	3767296	3767315	20	*	X03947	152	3768296	3770253	1958	+	980	upstream	980	ADRA2C
chr4	4228441	4228449	9	*	X03953	133060	4190530	4228621	38092	-	0	inside	171	OTOP1
chr4	5894508	5894516	9	*	X03967	1400	5822491	5894785	72295	-	0	inside	268	CRMP1
chr4	5895178	5895187	10	*	X03968	1400	5822491	5894785	72295	-	392	upstream	392	CRMP1
chr4	5895254	5895262	9	*	X03969	1400	5822491	5894785	72295	-	468	upstream	468	CRMP1
chr4	6202183	6202191	9	*	X03970	152789	6027926	6202318	174393	-	0	inside	126	JAKMIP1
chr4	6202183	6202191	9	*	X03970	285484	6202460	6240044	37585	+	268	upstream	268	LINC02495
chr4	6202472	6202480	9	*	X03971	152789	6027926	6202318	174393	-	153	upstream	153	JAKMIP1
